Title Code,Title Description,Total Positions using this Title,Unique Positions using this Title,Agencies using this Title,In Civil List Active,In Civil List,Full Description,Effective Date,Databook Link
54745,CONFIDENTIAL STRATEGY PLANNER,3,2,1,No,Yes,Yes,10/9/2014,https://databook.nyc/t/54745
54746,CONFIDENTIAL STRATEGY PLANNER,5,3,1,No,Yes,Yes,10/9/2014,https://databook.nyc/t/54746
54747,CONFIDENTIAL STRATEGY PLANNER,9,2,1,No,Yes,Yes,10/9/2014,https://databook.nyc/t/54747
54748,CONFIDENTIAL STRATEGY PLANNER,6,2,1,No,Yes,Yes,9/19/2016,https://databook.nyc/t/54748
54749,CONFIDENTIAL STRATEGY PLANNER,2,1,1,No,Yes,Yes,3/14/2019,https://databook.nyc/t/54749
5474A,CONFIDENTIAL STRATEGY PLANNER,1,1,1,No,Yes,No,,https://databook.nyc/t/5474A
5474B,CONFIDENTIAL STRATEGY PLANNER,1,1,1,No,Yes,No,,https://databook.nyc/t/5474B
54750,CONFIDENTIAL STRATEGY PLANNER,3,1,1,No,Yes,Yes,10/14/2021,https://databook.nyc/t/54750
54751,CONFIDENTIAL STRAEGY PLANNER,0,0,0,No,No,Yes,4/13/2022,https://databook.nyc/t/54751
54874,DIRECTOR (EMPLOYEE ASSISTANCE,3,3,3,No,Yes,Yes,,https://databook.nyc/t/54874
54875,COLLECTIONS UNIT HEAD,1,1,1,No,Yes,Yes,,https://databook.nyc/t/54875
54876,SENIOR DIRECTOR COLLECTIONS,0,0,0,No,Yes,Yes,,https://databook.nyc/t/54876
54877,COLLECTIONS SPECIALIST (FINANC,8,1,1,No,Yes,Yes,,https://databook.nyc/t/54877
54910,COMMISSARY MANAGER,1,1,1,No,Yes,No,,https://databook.nyc/t/54910
55014,SENIOR INTERGROUP RELATIONS OF,0,0,0,No,Yes,No,,https://databook.nyc/t/55014
55016,HUMAN RIGHTS SPECIALIST (PR#99,1,1,1,No,Yes,Yes,4/16/2003,https://databook.nyc/t/55016
55018,HUMAN RIGHTS SPECIALIST (COMM,11,2,1,No,Yes,Yes,4/16/2003,https://databook.nyc/t/55018
55037,SUPERVISING HUMAN RIGHTS SPECI,3,2,1,No,Yes,No,,https://databook.nyc/t/55037
55038,ASSOCIATE HUMAN RIGHTS SPECIAL,17,3,2,Yes,Yes,No,,https://databook.nyc/t/55038
55046,DISABILITY COORDINATOR,1,1,1,No,Yes,Yes,,https://databook.nyc/t/55046
55050,EQUAL RIGHTS COMPLIANCE SPECIA,15,1,1,No,Yes,Yes,7/17/2013,https://databook.nyc/t/55050
55075,ASSISTANT DIRECTOR OF INTERGRO,0,0,0,No,Yes,No,,https://databook.nyc/t/55075
55077,PRINICIPAL HUMAN RIGHTS SPECIA,3,1,1,No,Yes,No,,https://databook.nyc/t/55077
55080,CONSULTANT ON RACE RELATIONS,0,0,0,No,Yes,No,,https://databook.nyc/t/55080
55081,DIRECTOR OF EQUAL OPPORTUNITY,1,1,1,No,Yes,No,,https://databook.nyc/t/55081
55083,ASSISTANT COMMISSIONER (ETHNIC,1,1,1,No,Yes,No,,https://databook.nyc/t/55083
55085,DEPUTY EXECUTIVE DIRECTOR (COM,3,1,1,No,Yes,No,,https://databook.nyc/t/55085
55091,DIRECTOR OF TENANT & COMMUNITY,0,0,0,No,Yes,No,,https://databook.nyc/t/55091
56006,HUMAN RESOURCES TECHNICIAN,1,1,1,No,Yes,No,,https://databook.nyc/t/56006
56056,COMMUNITY ASSISTANT,700,71,41,No,Yes,Yes,5/9/2001,https://databook.nyc/t/56056
56057,COMMUNITY ASSOCIATE,5054,149,80,No,Yes,Yes,7/16/1980,https://databook.nyc/t/56057
56058,COMMUNITY COORDINATOR,5478,185,97,No,Yes,Yes,7/16/1980,https://databook.nyc/t/56058
56059,PRECINCT COMMUNITY RELATIONS A,0,0,0,No,Yes,No,,https://databook.nyc/t/56059
5605D,COMMUNITY ASSISTANT (DOE),0,0,0,No,No,No,,https://databook.nyc/t/5605D
5605E,COMMUNITY ASSOCIATE DOE,0,0,0,No,No,No,,https://databook.nyc/t/5605E
5605F,COMMUNITY COORDINATOR DOE,0,0,0,No,No,No,,https://databook.nyc/t/5605F
56060,JUNIOR SCHOOL-NEIGHBORHOOD WOR,0,0,0,No,No,No,,https://databook.nyc/t/56060
56061,SCHOOL-NEIGHBORHOOD WORKER,4,2,1,No,Yes,No,,https://databook.nyc/t/56061
56062,SENIOR SCHOOL-NEIGHBORHOOD WOR,2,2,1,No,Yes,No,,https://databook.nyc/t/56062
56063,PRINCIPAL SCHOOL-NEIGHBORHOOD,0,0,0,No,Yes,No,,https://databook.nyc/t/56063
56064,PRECINCT COMMUNITY RELATIONS A,0,0,0,No,No,No,,https://databook.nyc/t/56064
56065,PRECINCT COMMUNITY RELATIONS C,0,0,0,No,No,No,,https://databook.nyc/t/56065
56071,ADDICTION SPECIALIST (METHADON,0,0,0,No,No,No,,https://databook.nyc/t/56071
56072,SR ADDICTION SPEC METHADONE,0,0,0,No,No,No,,https://databook.nyc/t/56072
56073,SUBSTANCE ABUSE PREVENTION & I,276,3,1,No,Yes,No,,https://databook.nyc/t/56073
56086,DISTRICT MANAGER,58,58,58,No,Yes,Yes,4/19/1995,https://databook.nyc/t/56086
56087,ASSISTANT DISTRICT MANAGER (CO,3,3,3,No,Yes,Yes,12/12/1988,https://databook.nyc/t/56087
56098,SUMMER CREW CHIEF,0,0,0,No,No,No,,https://databook.nyc/t/56098
56099,FIELD SUPERVISOR (SUMMER YOUTH,0,0,0,No,Yes,No,,https://databook.nyc/t/56099
56101,SENIOR FIELD SUPERVISOR (SUMME,0,0,0,No,Yes,No,,https://databook.nyc/t/56101
56314,BENEFITS OPPORTUNITY SPECIALIS,1474,2,1,Yes,Yes,Yes,4/19/2023,https://databook.nyc/t/56314
56316,ASSOCIATE BENEFITS OPPORTUNITY,664,2,1,No,Yes,Yes,4/19/2023,https://databook.nyc/t/56316
60210,DEPARTMENT LIBRARIAN,2,1,1,Yes,Yes,Yes,4/27/2011,https://databook.nyc/t/60210
60217,ASSOCIATE PUBLIC RECORDS OFFIC,21,8,8,No,Yes,Yes,10/30/1985,https://databook.nyc/t/60217
60224,EQUAL EMPLOYMENT OPPORTUNITY O,1,1,1,No,Yes,Yes,9/19/2016,https://databook.nyc/t/60224
60225,EQUAL OPPORTUNITY OFFICER (FIN,0,0,0,No,No,Yes,,https://databook.nyc/t/60225
60331,SENIOR INSTITUTIONAL TRADES IN,2,1,1,No,Yes,No,,https://databook.nyc/t/60331
60370,ASSISTANT INSTITUTIONAL TEACHE,0,0,0,No,No,No,,https://databook.nyc/t/60370
60371,INSTITUTI0NAL TEACHER (JUVENIL,0,0,0,No,No,No,,https://databook.nyc/t/60371
60375,ASSISTANT DIRECTOR OF EDUCATIO,1,1,1,No,Yes,No,,https://databook.nyc/t/60375
60376,DIRECTOR OF EDUCATION (JJ),1,1,1,No,No,No,,https://databook.nyc/t/60376
60377,LECTURER (EMS),0,0,0,No,Yes,No,,https://databook.nyc/t/60377
60405,PLAYGROUND ASSISTANT,0,0,0,No,No,No,,https://databook.nyc/t/60405
60414,PUPPETEER,4,1,1,No,Yes,No,,https://databook.nyc/t/60414
60416,DIRECTOR OF PUPPETRY,1,1,1,No,Yes,No,,https://databook.nyc/t/60416
60421,URBAN PARK RANGER,290,1,1,Yes,Yes,Yes,7/18/2001,https://databook.nyc/t/60421
60422,ASSOCIATE URBAN PARK RANGER,56,1,1,Yes,Yes,Yes,7/18/2001,https://databook.nyc/t/60422
60430,RECREATION DIRECTOR,61,5,3,Yes,Yes,Yes,5/26/1976,https://databook.nyc/t/60430
60431,RECREATION DIRECTOR (PART-TIME,0,0,0,No,No,No,,https://databook.nyc/t/60431
60440,RECREATION SUPERVISOR,101,3,2,Yes,Yes,Yes,6/15/1994,https://databook.nyc/t/60440
60495,ARTS PROGRAM SPECIALIST,0,0,0,No,Yes,No,,https://databook.nyc/t/60495
60496,ASSOCIATE ARTS PROGRAMS SPECIA,18,1,1,No,Yes,No,,https://databook.nyc/t/60496
60497,ASSOCIATE ARTS PROGRAM SPECIAL,0,0,0,No,No,Yes,4/3/2014,https://databook.nyc/t/60497
60498,DIRECTOR OF ARTWORKS (DOE),1,1,1,No,Yes,Yes,4/3/2014,https://databook.nyc/t/60498
60580,CHIEF OF HOUSING COMMUNITY ACT,0,0,0,No,Yes,No,,https://databook.nyc/t/60580
60585,DIRECTOR OF SOCIAL & COMMUNITY,0,0,0,No,Yes,No,,https://databook.nyc/t/60585
60621,PROGRAM PRODUCER,21,8,7,No,Yes,Yes,,https://databook.nyc/t/60621
60666,DIRECTOR OF TELEVISION,2,1,1,No,Yes,No,,https://databook.nyc/t/60666
60800,DIRECTOR OF PUBLIC INFORMATION,1,1,1,No,Yes,Yes,10/17/2018,https://databook.nyc/t/60800
60801,DIRECTOR OF PUBLIC INFORMATION,3,3,3,No,Yes,No,,https://databook.nyc/t/60801
60802,DIRECTOR OF PUBLIC AFFAIRS (OM,0,0,0,No,Yes,No,,https://databook.nyc/t/60802
60803,ELECTION AIDE (OFFICE OF COLLE,0,0,0,No,No,No,,https://databook.nyc/t/60803
60808,PUBLIC INFORMATION OFFICER,5,5,5,No,Yes,No,,https://databook.nyc/t/60808
60809,LEGISLATIVE INFORMATION OFFICE,6,1,1,No,Yes,No,,https://databook.nyc/t/60809
60813,"DIRECTOR, MAYOR'S RECEPTION CO",0,0,0,No,No,No,,https://databook.nyc/t/60813
60816,ASSOCIATE PUBLIC INFORMATION,13,8,8,Yes,Yes,Yes,7/11/2012,https://databook.nyc/t/60816
60817,SCHOOL SAFETY AGENT,3440,4,1,Yes,Yes,Yes,8/4/2021,https://databook.nyc/t/60817
60820,SUPERVISOR OF SCHOOL SECURITY,105,3,1,Yes,Yes,Yes,10/14/2009,https://databook.nyc/t/60820
60821,ASSOCIATE SUPERVISOR OF SCHOOL,33,2,1,Yes,Yes,Yes,11/29/2006,https://databook.nyc/t/60821
60822,ASSISTANT SCHOOL SAFETY AGENT,0,0,0,No,No,No,,https://databook.nyc/t/60822
6082A,ASSOC SUPVR OF SCHL SEC (MGRL),3,1,1,No,Yes,No,,https://databook.nyc/t/6082A
60830,ASSISTANT COMMISSIONER (COMMUN,1,1,1,No,Yes,No,,https://databook.nyc/t/60830
60836,PUBLIC RELATIONS ADVISER,0,0,0,No,Yes,No,,https://databook.nyc/t/60836
60837,ASSISTANT TO THE COMPTROLLER (,0,0,0,No,Yes,No,,https://databook.nyc/t/60837
60842,DIRECTOR OF PUBLIC RELATIONS (,2,2,1,No,Yes,No,,https://databook.nyc/t/60842
60843,SPECIAL ASSISTANT TO THE FIRE,1,1,1,No,Yes,No,,https://databook.nyc/t/60843
60844,"DIRECTOR, NYC MAYOR'S OFFICE F",0,0,0,No,No,No,,https://databook.nyc/t/60844
60845,DIRECTOR OF PUBLIC INFORMATION,1,1,1,No,Yes,No,,https://databook.nyc/t/60845
60852,DIRECTOR OF NEWS BUREAU,0,0,0,No,Yes,No,,https://databook.nyc/t/60852
60853,DIRECTOR OF PUBLIC & COMMUNITY,0,0,0,No,Yes,No,,https://databook.nyc/t/60853
60860,BUSINESS PROMOTION COORDINATOR,33,9,5,Yes,Yes,Yes,4/13/2009,https://databook.nyc/t/60860
60873,DIRECTOR OF CONSUMER INFORMATI,1,1,1,No,Yes,No,,https://databook.nyc/t/60873
60874,PRESS OFFICER (OFFICE OF THE M,0,0,0,No,No,No,,https://databook.nyc/t/60874
60879,DIRECTOR OF PUBLIC AFFAIRS,0,0,0,No,Yes,Yes,,https://databook.nyc/t/60879
6087A,PRESS OFFICER (OFFICE OF THE M,10,3,2,No,Yes,No,,https://databook.nyc/t/6087A
60880,DIRECTOR OF BUREAU OF CONSUMER,1,1,1,No,Yes,No,,https://databook.nyc/t/60880
60887,PUBLIC RELATIONS CONSULTANT (O,0,0,0,No,No,No,,https://databook.nyc/t/60887
60888,CUSTOMER INFORMATION REP,359,34,16,Yes,Yes,Yes,7/19/2023,https://databook.nyc/t/60888
60900,DIRECTOR OF INFORMATION AND RE,1,1,1,No,Yes,No,,https://databook.nyc/t/60900
60910,RESEARCH ASSISTANT,37,22,15,Yes,Yes,Yes,11/10/2010,https://databook.nyc/t/60910
60913,RESEARCH PROJECTS COORDINATOR,2,1,1,No,Yes,No,,https://databook.nyc/t/60913
60931,DEP DIR RESEARCH & POL DEVELP,0,0,0,No,Yes,No,,https://databook.nyc/t/60931
60932,DIRECTOR OF RESEARCH & POLICY,0,0,0,No,Yes,No,,https://databook.nyc/t/60932
60944,PROGRAM RESEARCH INTERN,0,0,0,No,No,No,,https://databook.nyc/t/60944
60948,PROGRAM SPECIALIST  CORRECTION,68,5,1,Yes,Yes,Yes,12/16/2009,https://databook.nyc/t/60948
61107,"CHIEF, PUBLICATIONS & REPORTS",0,0,0,No,Yes,No,,https://databook.nyc/t/61107
61132,EXECUTIVE DIRECTOR (BOARD OF C,1,1,1,No,Yes,No,,https://databook.nyc/t/61132
61133,DEPUTY EXECUTIVE DIRECTOR (BOA,1,1,1,No,Yes,Yes,1/24/1978,https://databook.nyc/t/61133
70001,"COORDINATOR, TENANT PATROL (HA",0,0,0,No,Yes,No,,https://databook.nyc/t/70001
70112,SANITATION WORKER,6830,3,1,Yes,Yes,Yes,3/21/2007,https://databook.nyc/t/70112
70150,SUPERVISOR (SANITATION),1119,3,1,Yes,Yes,Yes,12/12/2001,https://databook.nyc/t/70150
70196,GENERAL SUPERINTENDENT (SANITA,154,3,1,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/70196
7019A,GENERAL SUPERINTENDENT (SANITA,13,3,1,No,Yes,No,,https://databook.nyc/t/7019A
7019B,GENERAL SUPERINTENDENT (SANITA,75,3,1,No,Yes,No,,https://databook.nyc/t/7019B
70205,SCHOOL CROSSING GUARD,0,0,0,No,Yes,No,,https://databook.nyc/t/70205
70206,POLICE CADET,0,0,0,No,Yes,Yes,4/26/2023,https://databook.nyc/t/70206
7020A,POLICE CADET (HOUSING BUREAU),0,0,0,No,Yes,No,,https://databook.nyc/t/7020A
7020B,SCHOOL CROSSING GUARD (AL II â€“,78,1,1,No,Yes,No,,https://databook.nyc/t/7020B
70210,POLICE OFFICER (RECURRING NIGH,21527,12,1,Yes,Yes,No,,https://databook.nyc/t/70210
7021A,POLICE OFFICER D/A DETECTIVE 3,3100,8,1,No,Yes,No,,https://databook.nyc/t/7021A
7021B,POLICE OFFICER D/A DETECTIVE 2,770,10,1,No,Yes,No,,https://databook.nyc/t/7021B
7021C,POLICE OFFICER D/A DETECTIVE 1,336,7,1,No,Yes,No,,https://databook.nyc/t/7021C
7021D,"POLICE OFFICER, DET. SPECIALIS",1049,12,1,No,Yes,No,,https://databook.nyc/t/7021D
7021E,"POLICE OFFICER, SPECIAL ASSIGN",0,0,0,No,Yes,No,,https://databook.nyc/t/7021E
70235,SERGEANT (RECURRING NIGHT SHIF,3832,12,1,Yes,Yes,No,,https://databook.nyc/t/70235
7023A,SERGEANT D/A SPECIAL ASSIGNMEN,238,11,1,No,Yes,No,,https://databook.nyc/t/7023A
7023B,SERGEANT D/A SUPERVISOR DETECT,373,6,1,No,Yes,No,,https://databook.nyc/t/7023B
70260,LIEUTENANT (POLICE) (RECUR NS),1412,12,1,Yes,Yes,No,,https://databook.nyc/t/70260
70265,CAPTAIN (POLICE SERVICE)(REC N,368,12,1,Yes,Yes,No,,https://databook.nyc/t/70265
70266,DIRECTOR OF COMMUNICATIONS,0,0,0,No,Yes,No,,https://databook.nyc/t/70266
7026A,LIEUTENANT D/A SPECIAL ASSIGNM,123,11,1,No,Yes,No,,https://databook.nyc/t/7026A
7026B,LIEUTENANT D/A COMMANDER OF DE,174,5,1,No,Yes,No,,https://databook.nyc/t/7026B
7026C,LIEUTENANT D/A DIR LEGAL BUREA,0,0,0,No,No,No,,https://databook.nyc/t/7026C
7026D,CAPTAIN D/A DEPUTY INSPECTOR (,159,10,1,No,Yes,No,,https://databook.nyc/t/7026D
7026E,CAPTAIN D/A INSPECTOR (REC N/S,108,9,1,No,Yes,No,,https://databook.nyc/t/7026E
7026F,CAPTAIN D/A DEPUTY CHIEF (REC,88,11,1,No,Yes,No,,https://databook.nyc/t/7026F
7026G,CAPTAIN DETAILED AS ASSISTANT,18,6,1,No,Yes,No,,https://databook.nyc/t/7026G
7026H,CAPTAIN DETAILED AS CHIEF OF D,1,1,1,No,Yes,No,,https://databook.nyc/t/7026H
7026I,CHIEF OF PROFESSIONAL STANDARD,0,0,0,No,Yes,No,,https://databook.nyc/t/7026I
7026J,CAPTAIN DETAILED AS CHIEF OF T,1,1,1,No,Yes,No,,https://databook.nyc/t/7026J
7026K,CAPTAIN DETAILED AS CHIEF OF P,1,1,1,No,Yes,No,,https://databook.nyc/t/7026K
7026L,CAPTAIN DETAILED AS CHIEF OF P,1,1,1,No,Yes,No,,https://databook.nyc/t/7026L
7026M,CHIEF OF INFORMATION TECHNOLOG,1,1,1,No,Yes,No,,https://databook.nyc/t/7026M
7026N,CAPTAIN DETAILED AS CHIEF OF C,1,1,1,No,Yes,No,,https://databook.nyc/t/7026N
7026O,CAPTAIN DETAILED AS CHIEF OF O,0,0,0,No,No,No,,https://databook.nyc/t/7026O
7026P,CHIEF OF DEPARTMENT,1,1,1,No,Yes,No,,https://databook.nyc/t/7026P
7026Q,CAPT DET CHIEF OF INTERNAL AFF,1,1,1,No,Yes,No,,https://databook.nyc/t/7026Q
7026R,CHIEF OF THE HOUSING BUREAU,1,1,1,No,Yes,No,,https://databook.nyc/t/7026R
7026S,CAPT DET CHIEF OF THE TRANSIT,1,1,1,No,Yes,No,,https://databook.nyc/t/7026S
7026T,CHIEF OF CRIMINAL JUSTICE,0,0,0,No,Yes,No,,https://databook.nyc/t/7026T
7026U,CAPTAIN: CHIEF OF TRANSPORTATI,0,0,0,No,Yes,No,,https://databook.nyc/t/7026U
7026V,CAPTAIN CHIEF OF COUNTERTERROR,0,0,0,No,Yes,No,,https://databook.nyc/t/7026V
7026W,CHIEF OF STRATEGIC INITIATIVES,0,0,0,No,Yes,No,,https://databook.nyc/t/7026W
7026X,CAPTAIN DETAILED AS CHIEF OF S,1,1,1,No,Yes,No,,https://databook.nyc/t/7026X
7026Y,CHIEF OF INTELLIGENCE & COUNTE,0,0,0,No,Yes,No,,https://databook.nyc/t/7026Y
7026Z,CAPTAIN - CHIEF OF STAFF,0,0,0,No,Yes,No,,https://databook.nyc/t/7026Z
70270,*SURGEON,0,0,0,No,Yes,No,,https://databook.nyc/t/70270
7027A,*SURGEON DETAILED AS DEPUTY CH,0,0,0,No,Yes,No,,https://databook.nyc/t/7027A
7027C,SUPERVISING CHIEF SURGEON,1,1,1,No,Yes,No,,https://databook.nyc/t/7027C
70307,FIRE CADET,0,0,0,No,Yes,Yes,6/15/2016,https://databook.nyc/t/70307
70310,FIREFIGHTER,8448,4,1,Yes,Yes,Yes,9/30/1998,https://databook.nyc/t/70310
70312,PILOT,12,1,1,Yes,Yes,Yes,5/5/2021,https://databook.nyc/t/70312
70314,WIPER (UNIFORMED),16,1,1,Yes,Yes,No,,https://databook.nyc/t/70314
70316,MARINE ENGINEER,16,1,1,Yes,Yes,Yes,7/24/2024,https://databook.nyc/t/70316
70360,LIEUTENANT (FIRE),1307,2,1,Yes,Yes,No,,https://databook.nyc/t/70360
70365,CAPTAIN (FIRE),544,1,1,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/70365
70370,BATTALION CHIEF,335,1,1,Yes,Yes,No,,https://databook.nyc/t/70370
70382,DEPUTY CHIEF(FIRE),79,1,1,Yes,Yes,No,,https://databook.nyc/t/70382
70388,CHIEF OF DEPARTMENT (FDNY),1,1,1,No,Yes,No,,https://databook.nyc/t/70388
7038A,DEPUTY ASSISTANT CHIEF OF DEPA,6,1,1,No,Yes,No,,https://databook.nyc/t/7038A
7038B,ASSISTANT CHIEF OF DEPARTMENT,9,3,1,No,Yes,No,,https://databook.nyc/t/7038B
7038C,ASSISTANT CHIEF OF DEPT DESIGN,0,0,0,No,No,No,,https://databook.nyc/t/7038C
70392,FIRE MARSHAL (UNIFORMED),86,1,1,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/70392
70393,SUPERVISING FIRE MARSHAL (UNIF,27,2,1,Yes,Yes,Yes,4/16/2003,https://databook.nyc/t/70393
7039B,ASSISTANT CHIEF FIRE MARSHAL (,1,1,1,No,Yes,No,,https://databook.nyc/t/7039B
7039C,CHIEF FIRE MARSHAL (UNIFORMED),1,1,1,No,Yes,No,,https://databook.nyc/t/7039C
7039D,SUPERVISING FM-MGL DET: CHIEF,0,0,0,No,No,No,,https://databook.nyc/t/7039D
70400,CORRECTION ADMINISTRATIVE AIDE,1,1,1,No,Yes,Yes,7/16/2003,https://databook.nyc/t/70400
70410,CORRECTION OFFICER,5122,5,1,Yes,Yes,Yes,,https://databook.nyc/t/70410
70467,CAPTAIN (CORRECTION) TED < 11/,542,5,1,Yes,Yes,Yes,10/3/2007,https://databook.nyc/t/70467
70488,WARDEN (CORRECTION)(MGRL ASSIG,6,1,1,Yes,Yes,Yes,4/17/2002,https://databook.nyc/t/70488
7048B,WARDEN-ASSISTANT DEPUTY WARDEN,83,4,1,No,Yes,No,,https://databook.nyc/t/7048B
7048C,WARDEN-DEPUTY WARDEN,12,1,1,No,Yes,No,,https://databook.nyc/t/7048C
7048D,WARDEN-DEPUTY WARDEN IN COMM T,1,1,1,No,Yes,No,,https://databook.nyc/t/7048D
70810,SPECIAL OFFICER,563,15,11,Yes,Yes,Yes,5/12/2010,https://databook.nyc/t/70810
70811,ENVIRONMENTAL POLICE OFFICER,158,1,1,Yes,Yes,Yes,2/16/2000,https://databook.nyc/t/70811
70817,SUPERVISING SPECIAL OFFICER,238,13,10,Yes,Yes,Yes,5/12/2010,https://databook.nyc/t/70817
7081A,ENVIRONMENTAL POLICE OFFICER-M,11,1,1,No,Yes,No,,https://databook.nyc/t/7081A
70821,DEPUTY DIRECTOR OF SECURITY,2,1,1,No,Yes,No,,https://databook.nyc/t/70821
70822,DIRECTOR OF SECURITY (HRA/DSS,2,2,2,No,Yes,No,,https://databook.nyc/t/70822
71010,FIRE ALARM DISPATCHER,165,1,1,No,Yes,Yes,8/10/2018,https://databook.nyc/t/71010
71012,POLICE COMMUNICATIONS TECHNICI,1210,4,1,Yes,Yes,Yes,12/1/2017,https://databook.nyc/t/71012
71013,SUPERVISING POLICE COMMUNICATI,182,2,1,Yes,Yes,Yes,12/9/1998,https://databook.nyc/t/71013
71014,PRINCIPAL POLICE COMMUNICATION,58,2,1,Yes,Yes,Yes,5/15/1996,https://databook.nyc/t/71014
71022,EVIDENCE AND PROPERTY CONTROL,210,6,2,Yes,Yes,Yes,2/6/2019,https://databook.nyc/t/71022
71060,SUPERVISING FIRE ALARM DISPATC,41,1,1,No,Yes,Yes,3/12/2003,https://databook.nyc/t/71060
7106A,SPVSG FAD-ASST COMMISS DETAIL,0,0,0,No,Yes,No,,https://databook.nyc/t/7106A
7106B,SPVSG FAD-DIR DSPTCH OP DETAIL,1,1,1,No,Yes,No,,https://databook.nyc/t/7106B
7106C,SPVSG FAD-DEP DIR DSPTCH DTAIL,1,1,1,No,Yes,No,,https://databook.nyc/t/7106C
71105,FINGERPRINT TECHNICIAN TRAINEE,19,2,1,Yes,Yes,Yes,5/4/2005,https://databook.nyc/t/71105
71141,ASSOCIATE FINGERPRINT TECHNICI,21,2,2,Yes,Yes,Yes,9/18/1996,https://databook.nyc/t/71141
71165,PRINCIPAL FINGERPRINT TECHNICI,7,1,1,No,Yes,No,,https://databook.nyc/t/71165
71205,LIFE GUARD,0,0,0,No,Yes,No,,https://databook.nyc/t/71205
71210,CHIEF LIFEGUARD,0,0,0,No,Yes,No,,https://databook.nyc/t/71210
71651,TRAFFIC ENFORCEMENT AGENT L1&2,1988,3,1,Yes,Yes,Yes,7/16/2008,https://databook.nyc/t/71651
71652,ASSOCIATE TRAFFIC ENFORCEMENT,407,2,1,Yes,Yes,Yes,,https://databook.nyc/t/71652
7165A,TRAFFIC ENFORCEMENT AGENT L3&4,202,2,1,No,Yes,No,,https://databook.nyc/t/7165A
71681,SANITATION ENFORCEMENT AGENT,60,1,1,Yes,Yes,Yes,9/27/2006,https://databook.nyc/t/71681
71682,ASSOCIATE SANITATION ENFORCEME,31,1,1,No,Yes,Yes,,https://databook.nyc/t/71682
71685,SANITATION COMPLIANCE AGENT,6,1,1,No,Yes,No,,https://databook.nyc/t/71685
80102,REAL PROPERTY ASSISTANT,0,0,0,No,Yes,No,,https://databook.nyc/t/80102
80112,REAL PROPERTY MANAGER,9,3,1,No,Yes,Yes,1/29/2014,https://databook.nyc/t/80112
80122,ASSOCIATE REAL PROPERTY MANAGE,19,5,2,No,Yes,Yes,1/29/2014,https://databook.nyc/t/80122
80184,SPACE ANALYST,39,11,10,No,Yes,Yes,3/22/2006,https://databook.nyc/t/80184
80200,HOUSING ASSISTANT TRAINEE,0,0,0,No,Yes,No,,https://databook.nyc/t/80200
80201,HOUSING ASSISTANT (HA),0,0,0,Yes,Yes,Yes,7/19/2023,https://databook.nyc/t/80201
80202,HOUSING ASSISTANT (BILINGUAL),0,0,0,No,Yes,Yes,7/19/2023,https://databook.nyc/t/80202
80205,ASSISTANT HOUSING MANAGER (HA),0,0,0,Yes,Yes,Yes,10/25/2023,https://databook.nyc/t/80205
80210,HOUSING MANAGER (HA),0,0,0,Yes,Yes,Yes,10/12/2005,https://databook.nyc/t/80210
80275,DEPUTY DIRECTOR OF MANAGEMENT,0,0,0,No,Yes,No,,https://databook.nyc/t/80275
80281,DIRECTOR OR MANAGEMENT,0,0,0,No,Yes,No,,https://databook.nyc/t/80281
80283,DIRECTOR OF METHODS & ANALYSIS,0,0,0,No,Yes,No,,https://databook.nyc/t/80283
80285,DIRECTOR OF INFORMATION SYSTEM,0,0,0,No,Yes,No,,https://databook.nyc/t/80285
80287,DIRECTOR OF CONTRACT ADMINISTR,0,0,0,No,Yes,No,,https://databook.nyc/t/80287
80289,DIRECTOR OF EQUAL OPPORTUNITY,0,0,0,No,Yes,No,,https://databook.nyc/t/80289
80291,DIRECTOR OF PROGRAM PLANNING (,0,0,0,No,Yes,No,,https://databook.nyc/t/80291
80293,DIR OF QUALITY & COST CONTROL,0,0,0,No,Yes,No,,https://databook.nyc/t/80293
80295,DIRECTOR OF HUD ACQUIRED PROPE,0,0,0,No,Yes,No,,https://databook.nyc/t/80295
80297,DIRECTOR OF HOUSING APPLICANTI,0,0,0,No,Yes,No,,https://databook.nyc/t/80297
80299,DIRECTOR OF LEASED HOUSING (HA,0,0,0,No,Yes,No,,https://databook.nyc/t/80299
80301,DIRECTOR OF GENERAL SERVICES (,0,0,0,No,Yes,No,,https://databook.nyc/t/80301
80303,DIRECTOR OF REVIEW & COUNSELIN,0,0,0,No,Yes,No,,https://databook.nyc/t/80303
80304,DIRECTOR OF AUDIT AND PROGRAM,0,0,0,No,Yes,Yes,3/18/2018,https://databook.nyc/t/80304
80305,ASSISTANT RESIDENT BUILDING SU,0,0,0,Yes,Yes,Yes,1/16/2008,https://databook.nyc/t/80305
80310,RESIDENT BUILDING SUPERINTENDE,0,0,0,Yes,Yes,Yes,3/13/2002,https://databook.nyc/t/80310
80390,DIRECTOR OF PLANT OPERATIONS &,0,0,0,No,Yes,No,,https://databook.nyc/t/80390
80510,CUSTODIAL SUPERVISOR,0,0,0,No,No,No,,https://databook.nyc/t/80510
80535,SENIOR CUSTODIAL SUPERVISOR,9,2,1,No,Yes,No,,https://databook.nyc/t/80535
80560,ASSISTANT PRINCIPAL CUSTODIAL,3,1,1,No,Yes,No,,https://databook.nyc/t/80560
