Title Code,Title Description,Total Positions using this Title,Unique Positions using this Title,Agencies using this Title,In Civil List Active,In Civil List,Full Description,Effective Date,Databook Link
13362,DIRECTOR OF COMMUNITY ASSISTAN,1,1,1,No,Yes,No,,https://databook.nyc/t/13362
13363,MEDIATOR (OLR),0,0,0,No,No,No,,https://databook.nyc/t/13363
13364,CHIEF MEDIATOR (OLR),0,0,0,No,No,No,,https://databook.nyc/t/13364
13365,ASSISTANT COMMISSIONER OF LABO,7,1,1,No,Yes,No,,https://databook.nyc/t/13365
13366,DEPUTY COMMISSIONER OF LABOR R,2,1,1,No,Yes,No,,https://databook.nyc/t/13366
13367,COMMISSIONER OF LABOR RELATION,1,1,1,No,Yes,No,,https://databook.nyc/t/13367
13368,LABOR RELATIONS ANALYST,3,2,2,Yes,Yes,Yes,11/12/1992,https://databook.nyc/t/13368
13369,ASSOCIATE LABOR RELATIONS ANAL,9,5,5,Yes,Yes,Yes,4/26/2023,https://databook.nyc/t/13369
13376,EXECUTIVE PROGRAM SPECIALIST (,2,1,1,No,No,No,,https://databook.nyc/t/13376
13377,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13377
13378,EXECUTIVE PROGRAM SPECIALIST (,3,2,1,No,Yes,No,,https://databook.nyc/t/13378
13379,EXECUTIVE PROGRAM SPECIALIST (,4,2,1,No,Yes,No,,https://databook.nyc/t/13379
13380,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13380
13381,STRATEGIC INITIATIVE SPECIALIS,1,1,1,No,Yes,No,,https://databook.nyc/t/13381
13382,EXECUTIVE PROGRAM SPECIALIST (,4,2,1,No,Yes,No,,https://databook.nyc/t/13382
13383,EXECUTIVE PROGRAM SPECIALIST (,7,2,1,No,Yes,No,,https://databook.nyc/t/13383
13384,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13384
13385,EXECUTIVE PROGRAM SPECIALIST (,3,1,1,No,Yes,No,,https://databook.nyc/t/13385
13386,STRATEGIC INITIATIVE SPECIALIS,8,1,1,No,Yes,No,,https://databook.nyc/t/13386
13387,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13387
13388,EXECUTIVE PROGRAM SPECIALIST (,2,2,1,No,Yes,No,,https://databook.nyc/t/13388
13389,STRATEGIC INITIATIVE SPECIALIS,5,3,1,No,Yes,No,,https://databook.nyc/t/13389
13390,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13390
13391,EXECUTIVE PROGRAM SPECIALIST (,2,2,1,No,Yes,No,,https://databook.nyc/t/13391
13392,STRATEGIC INITIATIVE SPECIALIS,3,2,1,No,Yes,No,,https://databook.nyc/t/13392
13393,EXECUTIVE PROGRAM SPECIALIST (,3,1,1,No,Yes,No,,https://databook.nyc/t/13393
13394,STRATEGIC INITIATIVE SPECIALIS,2,1,1,No,Yes,No,,https://databook.nyc/t/13394
13395,STRATEGIC INITIATIVE SPECIALIS,3,2,1,No,Yes,No,,https://databook.nyc/t/13395
13396,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13396
13397,EXECUTIVE PROGRAM SPECIALIST (,2,1,1,No,Yes,No,,https://databook.nyc/t/13397
13398,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13398
13399,EXECUTIVE PROGRAM SPECIALIST (,0,0,0,No,Yes,No,,https://databook.nyc/t/13399
13400,STRATEGIC INITIATIVE SPECIALIS,5,3,1,No,Yes,No,,https://databook.nyc/t/13400
13401,STRATEGIC INITIATIVE SPECIALIS,3,1,1,No,Yes,No,,https://databook.nyc/t/13401
13402,STRATEGIC INITIATIVE SPECIALIS,6,3,1,No,Yes,No,,https://databook.nyc/t/13402
13403,STRATEGIC INITIATIVE SPECIALIS,6,1,1,No,Yes,No,,https://databook.nyc/t/13403
13404,STRATEGIC INITIATIVE SPECIALIS,5,1,1,No,Yes,No,,https://databook.nyc/t/13404
13405,EXECUTIVE PROGRAM SPECIALIST (,3,1,1,No,Yes,No,,https://databook.nyc/t/13405
13406,STRATEGIC INITIATIVE SPECIALIS,0,0,0,No,Yes,No,,https://databook.nyc/t/13406
13407,EXECUTIVE PROGRAM SPECIALIST (,1,1,1,No,Yes,No,,https://databook.nyc/t/13407
13408,EXECUTIVE PROGRAM SPECIALIST (,3,2,1,No,Yes,No,,https://databook.nyc/t/13408
13409,STRATEGIC INITIATIVE SPECIALIS,3,1,1,No,Yes,No,,https://databook.nyc/t/13409
13414,SPECIAL COMMISSIONER OF INVEST,1,1,1,No,Yes,No,,https://databook.nyc/t/13414
13415,SECRETARY TO THE SPECIAL COMMI,1,1,1,No,Yes,No,,https://databook.nyc/t/13415
13421,EXECUTIVE PROGRAM SPECIALIST,10,2,1,No,Yes,Yes,4/13/2022,https://databook.nyc/t/13421
13436,FISCAL & POLICY ANALYST (BPQ),1,1,1,No,Yes,Yes,1/26/2022,https://databook.nyc/t/13436
13602,DIRECTOR MANAGEMENT INFORMATIO,1,1,1,No,Yes,No,,https://databook.nyc/t/13602
13603,COOPERATIVE EDUCATION TRAINEE-,0,0,0,No,No,No,,https://databook.nyc/t/13603
13605,DIRECTOR OF TECHNOLOGY DEVELOP,1,1,1,No,Yes,Yes,8/8/2014,https://databook.nyc/t/13605
13606,CHIEF INFORMATION TECHNOLOGY O,0,0,0,No,Yes,Yes,8/8/2014,https://databook.nyc/t/13606
13607,CHIEF INFORMATION TECHNOLOGY O,1,1,1,No,No,Yes,7/29/2019,https://databook.nyc/t/13607
13608,CHIEF INFORMATION TECHNOLOGY O,1,1,1,No,Yes,Yes,9/23/2021,https://databook.nyc/t/13608
13611,COMPUTER ASSOC (TECH SUPP),204,48,29,Yes,Yes,Yes,5/12/2021,https://databook.nyc/t/13611
13613,SCHOOL COMPUTER TECHNOLOGY SPE,238,2,1,Yes,Yes,Yes,3/8/2017,https://databook.nyc/t/13613
13615,COMPUTER SERVICE TECHNICIAN (C,58,15,12,Yes,Yes,Yes,5/20/2015,https://databook.nyc/t/13615
13616,SUPERVISING COMPUTER SERVICE T,41,10,7,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/13616
13620,COMPUTER AIDE,48,23,15,Yes,Yes,Yes,3/19/2014,https://databook.nyc/t/13620
13621,COMPUTER ASSOC (OPERATIONS),295,37,24,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/13621
13622,COMPUTER SPECIALIST (OPERATION,88,21,18,Yes,Yes,Yes,4/25/2018,https://databook.nyc/t/13622
13631,COMPUTER ASSOC (SOFTWARE),158,51,30,Yes,Yes,Yes,5/20/2015,https://databook.nyc/t/13631
13632,COMPUTER SPECIALIST (SOFTWARE),1114,82,41,Yes,Yes,Yes,5/20/2015,https://databook.nyc/t/13632
13633,CYBER SECURITY ANALYST,145,26,17,Yes,Yes,Yes,6/5/2019,https://databook.nyc/t/13633
13643,CERT IT DEVELOPER (APP),221,44,29,Yes,Yes,Yes,5/23/2018,https://databook.nyc/t/13643
13644,CERT IT ADMINISTRATOR (DB),47,19,15,Yes,Yes,Yes,5/23/2018,https://databook.nyc/t/13644
13650,COMPUTER PROG ANALYST TRAINEE,0,0,0,Yes,Yes,Yes,8/4/2021,https://databook.nyc/t/13650
13651,COMPUTER PROGRAMMER ANALYST,15,13,8,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/13651
13652,CERTIFIED IT ADMINISTRATOR (LA,417,55,34,Yes,Yes,Yes,4/22/2016,https://databook.nyc/t/13652
13691,*CERTIFIED LOCAL AREA NETWORKA,12,5,5,No,Yes,Yes,2/28/2007,https://databook.nyc/t/13691
13692,*CERTIFIED WIDE AREA NETWORKAD,3,2,2,No,Yes,Yes,2/28/2007,https://databook.nyc/t/13692
13693,*CERTIFIED APPLICATIONSDEVELOP,2,2,2,No,Yes,Yes,2/28/2007,https://databook.nyc/t/13693
13694,*CERTIFIED DATABASE ADMINISTRA,3,2,2,No,Yes,Yes,2/28/2007,https://databook.nyc/t/13694
20100,ENGINEERING WORK STUDY TRAINEE,0,0,0,No,Yes,No,,https://databook.nyc/t/20100
20104,Cooperative EducationTrainee E,0,0,0,No,Yes,No,,https://databook.nyc/t/20104
20113,ENGINEERING TECHNICIAN,93,14,8,Yes,Yes,Yes,6/13/2012,https://databook.nyc/t/20113
20121,ESTIMATOR (ELECTRICAL),0,0,0,No,Yes,Yes,12/21/2016,https://databook.nyc/t/20121
20122,ESTIMATOR (GENERAL CONSTRUCTIO,10,6,6,Yes,Yes,Yes,12/21/2016,https://databook.nyc/t/20122
20123,ESTIMATOR (MECHANICAL),3,2,2,Yes,Yes,Yes,12/21/2016,https://databook.nyc/t/20123
20127,*SENIOR ESTIMATOR (GENERAL CON,7,4,3,No,Yes,Yes,10/29/1997,https://databook.nyc/t/20127
20128,*SENIOR ESTIMATOR (MECHANICAL),0,0,0,No,Yes,No,,https://databook.nyc/t/20128
20130,AUTOMOTIVE SPECIALIST,1,1,1,No,Yes,No,,https://databook.nyc/t/20130
20131,SENIOR AUTOMOTIVE SPECIALIST,1,1,1,No,Yes,No,,https://databook.nyc/t/20131
20202,CIVIL ENGINEERING INTERN,58,9,4,Yes,Yes,Yes,7/3/2024,https://databook.nyc/t/20202
20210,ASSISTANT CIVIL ENGINEER,301,22,9,Yes,Yes,Yes,7/29/2023,https://databook.nyc/t/20210
20211,LEGISLATIVE ENGINEER,0,0,0,No,No,No,,https://databook.nyc/t/20211
20215,CIVIL ENGINEER,125,18,9,Yes,Yes,Yes,12/12/1990,https://databook.nyc/t/20215
20221,ASSISTANT DIRECTOR OF TECHNICA,0,0,0,No,No,No,,https://databook.nyc/t/20221
20235,PUBLIC HEALTH ENGINEERING CONS,0,0,0,No,No,No,,https://databook.nyc/t/20235
20246,TELECOMMUNICATIONS ASSOCIATE (,83,26,14,Yes,Yes,Yes,1/25/2012,https://databook.nyc/t/20246
20247,TELECOMMUNICATIONS ASSOCIATE (,66,14,11,Yes,Yes,Yes,1/25/2012,https://databook.nyc/t/20247
20271,OPERATIONS COMMUNICATION SPECI,18,4,3,Yes,Yes,No,,https://databook.nyc/t/20271
20272,ASSOCIATE OPERATIONS COMMUNICA,3,1,1,No,Yes,No,,https://databook.nyc/t/20272
20302,ELECTRICAL ENGINEERING INTERN,8,2,1,No,Yes,Yes,7/29/2024,https://databook.nyc/t/20302
20310,ASSISTANT ELECTRICAL ENGINEER,70,16,11,Yes,Yes,Yes,7/29/2024,https://databook.nyc/t/20310
20315,ELECTRICAL ENGINEER,12,7,6,Yes,Yes,Yes,12/12/1990,https://databook.nyc/t/20315
20403,MECHANICAL ENGINEERING INTERN,9,4,2,Yes,Yes,Yes,7/29/2024,https://databook.nyc/t/20403
20410,ASSISTANT MECHANICAL ENGINEER,104,25,11,Yes,Yes,Yes,7/29/2024,https://databook.nyc/t/20410
20415,MECHANICAL ENGINEER,26,11,8,Yes,Yes,Yes,12/12/1990,https://databook.nyc/t/20415
20503,CHEMICAL ENGINEERING INTERN,3,1,1,No,Yes,Yes,7/29/2024,https://databook.nyc/t/20503
20510,ASSISTANT CHEMICAL ENGINEER (C,21,4,2,Yes,Yes,Yes,7/29/2024,https://databook.nyc/t/20510
20515,CHEMICAL ENGINEER,3,2,1,No,Yes,Yes,12/12/1990,https://databook.nyc/t/20515
20616,ENVIRONMENTAL ENGINEERING INTE,28,3,1,No,Yes,Yes,7/29/2024,https://databook.nyc/t/20616
20617,ASSISTANT ENVIRONMENTAL ENGINE,50,6,2,No,Yes,Yes,8/7/2024,https://databook.nyc/t/20617
20618,ENVIRONMENTAL ENGINEER,14,6,2,Yes,Yes,Yes,8/14/2013,https://databook.nyc/t/20618
20835,CONSULTING ENGINEER,0,0,0,No,Yes,No,,https://databook.nyc/t/20835
21006,TAX MAP CARTOGRAPHER,2,1,1,No,Yes,Yes,11/24/2004,https://databook.nyc/t/21006
21015,SURVEYOR,55,4,3,Yes,Yes,Yes,3/15/2006,https://databook.nyc/t/21015
21136,DEPT ENGINR (WATER SUPPLY)-DEP,0,0,0,No,No,No,,https://databook.nyc/t/21136
21137,DEPUTY DIRECTOR OF DESIGN,0,0,0,No,Yes,No,,https://databook.nyc/t/21137
21138,DEPUTY DIRECTOR OF CONSTRUCTIO,0,0,0,No,Yes,No,,https://databook.nyc/t/21138
21146,DIRECTOR OF DEVELOPMENT (HA),0,0,0,No,Yes,No,,https://databook.nyc/t/21146
21161,DIRECTOR OF DESIGN,0,0,0,No,Yes,No,,https://databook.nyc/t/21161
21162,DIRECTOR OF CONSTRUCTION,0,0,0,No,Yes,No,,https://databook.nyc/t/21162
21174,CHIEF ENGINEER (DEP),0,0,0,No,Yes,Yes,5/30/2012,https://databook.nyc/t/21174
21175,DEPUTY CHIEF ENGINEER (DEP),0,0,0,No,No,Yes,5/30/2012,https://databook.nyc/t/21175
21205,ARCHITECTURAL INTERN,1,1,1,No,Yes,Yes,8/26/2015,https://databook.nyc/t/21205
21210,ASSISTANT ARCHITECT,70,16,13,Yes,Yes,Yes,11/29/2006,https://databook.nyc/t/21210
21215,ARCHITECT,52,17,13,Yes,Yes,Yes,9/23/2020,https://databook.nyc/t/21215
21306,LANDSCAPE ARCHITECT INTERN,2,1,1,No,Yes,No,,https://databook.nyc/t/21306
21310,ASSISTANT LANDSCAPE ARCHITECT,22,4,4,Yes,Yes,Yes,2/7/2007,https://databook.nyc/t/21310
21315,LANDSCAPE ARCHITECT,86,5,4,Yes,Yes,No,,https://databook.nyc/t/21315
21512,LABORATORY ASSOCIATE,42,5,3,Yes,Yes,No,,https://databook.nyc/t/21512
21513,LABORATORY MICROBIOLOGIST,20,3,3,Yes,Yes,Yes,7/1/1994,https://databook.nyc/t/21513
21514,ASSOCIATE LABORATORY MICROBIOL,91,5,2,Yes,Yes,Yes,3/24/1993,https://databook.nyc/t/21514
21516,SCIENTIST (RADIATION CONTROL),11,1,1,No,Yes,Yes,7/21/2010,https://databook.nyc/t/21516
21537,SCIENTIST (WATER ECOLOGY) TRAI,1,1,1,Yes,Yes,Yes,11/10/2004,https://databook.nyc/t/21537
21538,SCIENTIST (WATER ECOLOGY),94,6,2,Yes,Yes,Yes,6/2/2010,https://databook.nyc/t/21538
21744,CITY RESEARCH SCIENTIST,1490,89,35,No,Yes,Yes,8/6/2008,https://databook.nyc/t/21744
21822,ASSOCIATE CHEMIST,130,7,3,Yes,Yes,Yes,12/18/2019,https://databook.nyc/t/21822
21849,CRIMINALIST,487,2,2,No,Yes,Yes,2/19/2020,https://databook.nyc/t/21849
2184A,CRIMINALIST DIRECTOR OF LABORA,5,2,2,No,Yes,No,,https://databook.nyc/t/2184A
2184B,CRIMINALIST DEPUTY DIRECTOR OF,4,2,2,No,Yes,No,,https://databook.nyc/t/2184B
2184C,CRIMINALIST ASSISTANT DIRECTOR,32,2,2,No,Yes,No,,https://databook.nyc/t/2184C
21915,GEOLOGIST,15,3,2,No,Yes,Yes,8/3/2011,https://databook.nyc/t/21915
22075,CHIEF CONSULTANT (RADIATION CO,0,0,0,No,No,No,,https://databook.nyc/t/22075
22092,ASSISTANT URBAN DESIGNER,7,4,3,Yes,Yes,Yes,6/24/1987,https://databook.nyc/t/22092
22102,HOUSING CONSULTANT,1,1,1,No,Yes,No,,https://databook.nyc/t/22102
22117,COMMUNITY PLANNING BOARD COORD,5,2,2,No,Yes,No,,https://databook.nyc/t/22117
22118,"ASSOCIATE DIRECTOR, BOROUGH IM",0,0,0,No,Yes,No,,https://databook.nyc/t/22118
22119,DIRECTOR BOROUGH IMPROVEMENT B,0,0,0,No,Yes,No,,https://databook.nyc/t/22119
22121,CITY PLANNING TECHNICIAN,1,1,1,Yes,Yes,No,,https://databook.nyc/t/22121
22122,CITY PLANNER,281,28,13,Yes,Yes,Yes,10/31/2007,https://databook.nyc/t/22122
22124,ASSOCIATE URBAN DESIGNER,36,7,5,No,Yes,Yes,6/19/1985,https://databook.nyc/t/22124
22136,PRINCIPAL PLANNING CONSULTANT,1,1,1,No,Yes,No,,https://databook.nyc/t/22136
22137,PRINCIPAL PLANNING CONSULTANT,1,1,1,No,Yes,No,,https://databook.nyc/t/22137
22138,PRINCIPAL PLANNING CONSULTANT,1,1,1,No,Yes,No,,https://databook.nyc/t/22138
22139,PRINCIPAL PLANNING CONSULTANT,1,1,1,No,Yes,No,,https://databook.nyc/t/22139
22142,PRINCIPAL PLANNING CONSULTANT,1,1,1,No,Yes,No,,https://databook.nyc/t/22142
22146,"DIRECTOR, OFFICE OF DEVELOPMEN",0,0,0,No,No,No,,https://databook.nyc/t/22146
22149,DEPUTY DIRECTOR-MIDTOWN ACTION,0,0,0,No,No,No,,https://databook.nyc/t/22149
22271,ASST TO THE DIRECTOR OF NEIGHB,0,0,0,No,No,No,,https://databook.nyc/t/22271
22275,AREA DIRECTOR OF NEIGHBORHOOD,0,0,0,No,No,No,,https://databook.nyc/t/22275
22306,ASSISTANT TRANSPORTATION SPECI,11,3,1,No,Yes,Yes,12/18/2019,https://databook.nyc/t/22306
22316,TRANSPORTATION SPECIALIST,188,6,3,Yes,Yes,Yes,12/18/2019,https://databook.nyc/t/22316
22401,MULTIPLE DWELLING SPECIALIST (,2,1,1,No,Yes,No,,https://databook.nyc/t/22401
22402,PRINCIPAL MULTIPLE DWELLING SP,1,1,1,No,Yes,Yes,10/28/1981,https://databook.nyc/t/22402
22405,ASSISTANT PLAN EXAMINER (BLDGS,154,3,1,Yes,Yes,Yes,4/3/2024,https://databook.nyc/t/22405
22410,PLAN EXAMINER (BLDGS),17,3,1,Yes,Yes,Yes,4/3/2024,https://databook.nyc/t/22410
22425,PROJECT MANAGER INTERN#,84,10,4,Yes,Yes,Yes,9/20/2023,https://databook.nyc/t/22425
22426,PROJECT MANAGER,55,15,9,Yes,Yes,Yes,9/20/2023,https://databook.nyc/t/22426
22427,ASSOCIATE PROJECT MANAGER,441,31,17,Yes,Yes,Yes,9/6/2023,https://databook.nyc/t/22427
22430,ENERGY CONSERVATION SPECIALIST,28,2,2,No,No,Yes,9/20/2023,https://databook.nyc/t/22430
22503,PROJECT MANAGER (DBS),8,3,1,No,Yes,Yes,3/3/1995,https://databook.nyc/t/22503
22506,HOUSING DEVELOPMENT SPECIALIST,0,0,0,Yes,Yes,Yes,10/6/1993,https://databook.nyc/t/22506
22507,HOUSING DEVELOPMENT SPECIALIST,70,7,3,Yes,Yes,Yes,6/7/2006,https://databook.nyc/t/22507
22508,ASSOCIATE HOUSING DEVELOPMENT,124,9,4,Yes,Yes,Yes,10/6/1993,https://databook.nyc/t/22508
2250A,HOUSING DEVELOPMENT SPECIALIST,0,0,0,No,Yes,No,,https://databook.nyc/t/2250A
2250B,ASSOCIATE HOUSING DEVELOPMENT,0,0,0,No,Yes,No,,https://databook.nyc/t/2250B
30070,ASSISTANT LEGISLATIVE REPRESEN,4,2,2,No,Yes,No,,https://databook.nyc/t/30070
30071,DEPUTY COUNSEL TO THE MAYOR,0,0,0,No,No,No,,https://databook.nyc/t/30071
30072,COUNSEL TO THE MAYOR,1,1,1,No,Yes,No,,https://databook.nyc/t/30072
30080,PARALEGAL AIDE,290,18,13,Yes,Yes,Yes,3/31/1999,https://databook.nyc/t/30080
30081,LEGAL COORDINATOR,25,2,1,Yes,Yes,Yes,12/18/2019,https://databook.nyc/t/30081
30083,ASSISTANT ADVOCATE-PD,0,0,0,No,Yes,Yes,4/2/2013,https://databook.nyc/t/30083
30084,ASSISTANT COUNSEL-PD,4,1,1,No,Yes,Yes,4/2/2013,https://databook.nyc/t/30084
30085,*ATTORNEY AT LAW,23,12,9,No,Yes,Yes,11/19/1995,https://databook.nyc/t/30085
30086,AGENCY ATTORNEY INTERNE,115,20,17,No,Yes,Yes,12/18/1995,https://databook.nyc/t/30086
30087,AGENCY ATTORNEY,740,63,36,No,Yes,Yes,8/27/1997,https://databook.nyc/t/30087
30089,DEPUTY COUNSEL (HA),0,0,0,No,No,No,,https://databook.nyc/t/30089
3008A,*ASSISTANT ADVOCATE-PD,1,1,1,No,Yes,No,,https://databook.nyc/t/3008A
3008B,AGENCY ATTORNEY DC37,5,1,1,No,No,No,,https://databook.nyc/t/3008B
3008G,*AGENCY ATTORNEY,2,1,1,No,Yes,No,,https://databook.nyc/t/3008G
30090,COUNSEL (BOARD OF CORRECTION),1,1,1,No,Yes,No,,https://databook.nyc/t/30090
30098,ASSOCIATE COUNSEL (OLR),0,0,0,No,Yes,No,,https://databook.nyc/t/30098
30099,ASSISTANT COUNSEL (OLR),1,1,1,No,No,No,,https://databook.nyc/t/30099
30100,COUNSEL (OLR),1,1,1,No,Yes,No,,https://databook.nyc/t/30100
30105,STUDENT LEGAL ASSISTANT,0,0,0,No,Yes,No,,https://databook.nyc/t/30105
30106,DEPUTY GENERAL COUNSEL (OMB),1,1,1,No,Yes,No,,https://databook.nyc/t/30106
30107,GENERAL COUNSEL (OMB),0,0,0,No,No,No,,https://databook.nyc/t/30107
30108,HEARING DIRECTOR (COMM OF HUMA,0,0,0,No,Yes,No,,https://databook.nyc/t/30108
30112,ASSISTANT CORPORATION COUNSEL,661,1,1,No,Yes,No,,https://databook.nyc/t/30112
30114,ASSISTANT DISTRICT ATTORNEY (S,2106,6,6,No,Yes,No,,https://databook.nyc/t/30114
30119,EXAMINING ATTORNEY,6,1,1,No,Yes,No,,https://databook.nyc/t/30119
3011A,EXAMINING ATTORNEY (MANAGERIAL,10,1,1,No,Yes,No,,https://databook.nyc/t/3011A
3011B,ASSISTANT CORPORATION COUNSEL,76,1,1,No,Yes,No,,https://databook.nyc/t/3011B
30120,COUNSEL TO THE SHERIFF,0,0,0,No,No,No,,https://databook.nyc/t/30120
30121,COUNSEL TO THE BOROUGH PRESIDE,3,3,3,No,Yes,No,,https://databook.nyc/t/30121
30122,EXAMINING ATTORNEY (OFFICE FOR,0,0,0,No,Yes,No,,https://databook.nyc/t/30122
30124,COUNSEL (DEPARTMENT OF CONSUME,0,0,0,No,Yes,No,,https://databook.nyc/t/30124
30127,COUNSEL TO THE BOARD OF EDUCAT,0,0,0,No,No,No,,https://databook.nyc/t/30127
30128,COUNSEL (CITY PLANNING),1,1,1,No,Yes,No,,https://databook.nyc/t/30128
30129,COUNSEL TO VICE CHAIRMAN,0,0,0,No,No,No,,https://databook.nyc/t/30129
30133,COUNSEL (DEPARTMENT OF CORRECT,0,0,0,No,No,No,,https://databook.nyc/t/30133
30136,COUNSEL,0,0,0,No,Yes,No,,https://databook.nyc/t/30136
30138,COUNSEL TO THE CHANCELLOR,1,1,1,No,Yes,No,,https://databook.nyc/t/30138
30140,FIRST ASSISTANT CORPORATION CO,1,1,1,No,Yes,No,,https://databook.nyc/t/30140
30143,DIRECTOR OF LEGAL AFFAIRS,0,0,0,No,No,No,,https://databook.nyc/t/30143
30147,COUNSEL (DEPT OF PROBATION),1,1,1,No,Yes,No,,https://databook.nyc/t/30147
30148,COUNSEL (COMMISSION ON HUMAN R,1,1,1,No,Yes,No,,https://databook.nyc/t/30148
30151,COUNSEL (CONFLICTS OF INTEREST,1,1,1,No,Yes,No,,https://databook.nyc/t/30151
30155,SPECIAL ASSISTANT CORPORATION,0,0,0,No,No,No,,https://databook.nyc/t/30155
30156,LEGAL ANALYST,0,0,0,No,No,No,,https://databook.nyc/t/30156
30161,COUNSEL (FIRE DEPARTMENT),0,0,0,No,Yes,No,,https://databook.nyc/t/30161
30162,COUNSEL TO THE BOARD OF ESTIMA,0,0,0,No,No,No,,https://databook.nyc/t/30162
30164,CONSUMER ADVOCATE,0,0,0,No,Yes,No,,https://databook.nyc/t/30164
30166,LEGAL COUNSEL,0,0,0,No,Yes,No,,https://databook.nyc/t/30166
30169,ASSISTANT DIRECTOR OF LEGAL SE,18,1,1,No,Yes,No,,https://databook.nyc/t/30169
30170,ASSISTANT COUNSEL TO THE VICE,0,0,0,No,No,No,,https://databook.nyc/t/30170
30171,COUNSEL TO MINORITY LEADER,0,0,0,No,Yes,No,,https://databook.nyc/t/30171
30172,ASSISTANT SERGEANT AT ARMS,13,1,1,No,Yes,No,,https://databook.nyc/t/30172
30173,DIRECTOR OF DEPARTMENT ADVOCAT,0,0,0,No,Yes,No,,https://databook.nyc/t/30173
30174,LEGISLATIVE REPRESENTATIVE,1,1,1,No,Yes,No,,https://databook.nyc/t/30174
30175,SERGEANT AT ARMS,2,1,1,No,Yes,No,,https://databook.nyc/t/30175
30177,COUNCIL MEMBER,47,1,1,No,Yes,No,,https://databook.nyc/t/30177
30178,MINORITY LEADER,1,1,1,No,Yes,No,,https://databook.nyc/t/30178
30179,COUNSEL (BOARD OF STANDARDS AN,0,0,0,No,Yes,Yes,4/9/1997,https://databook.nyc/t/30179
30180,DOCUMENT CLERK (CITY COUNCIL),0,0,0,No,No,No,,https://databook.nyc/t/30180
30181,ADMINISTRATIVE LAW JUDGE,15,1,1,No,Yes,No,,https://databook.nyc/t/30181
30183,LEGISLATIVE ASSISTANT,68,2,1,No,Yes,No,,https://databook.nyc/t/30183
30184,LEGISLATIVE CLERK,36,2,1,No,Yes,No,,https://databook.nyc/t/30184
30188,CORPORATION COUNSEL,1,1,1,No,Yes,No,,https://databook.nyc/t/30188
30189,CHIEF ADMINISTRATIVE LAW JUDGE,1,1,1,No,Yes,No,,https://databook.nyc/t/30189
30199,COUNSEL TO THE POLICE COMMISSI,1,1,1,No,Yes,No,,https://databook.nyc/t/30199
30201,JUNIOR ASSISTANT DA,0,0,0,No,No,No,,https://databook.nyc/t/30201
30221,DIRECTOR OF ALT SENTENCE,0,0,0,No,Yes,Yes,10/7/2019,https://databook.nyc/t/30221
30222,DIRECTOR OF CRIMINAL JUSTICE,0,0,0,No,Yes,Yes,10/7/2019,https://databook.nyc/t/30222
30223,DIRECTOR OF INVEST ACCOUNTING,0,0,0,No,Yes,Yes,10/7/2019,https://databook.nyc/t/30223
30224,DIRECTOR OF ELDER ABUSE PROG,1,1,1,No,Yes,Yes,10/7/2019,https://databook.nyc/t/30224
30225,DIRECTOR OF FEDERAL AND STATE,1,1,1,No,No,Yes,10/7/2019,https://databook.nyc/t/30225
30226,DIRECTOR OF CYBER CRIMES FOREN,0,0,0,No,No,Yes,10/7/2019,https://databook.nyc/t/30226
30227,DIRECTOR OF CRIME STRATEGIES,0,0,0,No,No,Yes,10/7/2019,https://databook.nyc/t/30227
30228,DIRECTOR OF CRIMINAL JUSTICE,1,1,1,No,Yes,Yes,10/7/2019,https://databook.nyc/t/30228
30229,CHIEF OF RESTORATIVE JUSTICE -,0,0,0,No,No,No,,https://databook.nyc/t/30229
30312,DEPUTY CITY SHERIFF,200,1,1,Yes,Yes,Yes,3/29/2000,https://databook.nyc/t/30312
30315,SUPERVISING DEPUTY SHERIFF,9,1,1,Yes,Yes,Yes,3/5/2008,https://databook.nyc/t/30315
30505,MORTGAGE TAX EXAMINER,0,0,0,No,Yes,No,,https://databook.nyc/t/30505
30726,CLAIM SPECIALIST,99,5,5,Yes,Yes,Yes,7/23/2003,https://databook.nyc/t/30726
30805,TITLE EXAMINER,0,0,0,No,Yes,No,,https://databook.nyc/t/30805
30810,SENIOR TITLE EXAMINER,1,1,1,No,Yes,No,,https://databook.nyc/t/30810
30820,PRINCIPAL TITLE EXAMINER,5,2,2,No,Yes,No,,https://databook.nyc/t/30820
30824,CHIEF INVESTIGATOR (RICHMOND C,1,1,1,No,Yes,Yes,1/10/2018,https://databook.nyc/t/30824
30825,COUNTY DETECTIVE,2,1,1,Yes,Yes,No,,https://databook.nyc/t/30825
30826,DETECTIVE INVESTIGATOR,0,0,0,No,No,No,,https://databook.nyc/t/30826
